"","instituicao","depto","estado","iniciado","completo","tempo","termo","idade","sexo","escolaridade","estadocivil","estadocivil.outros","formacao","ocupacao","servico","tempodeservico","religiao","religiao.outras","contato.tema","lida.com","onde.lida.com","lida.com.outros","ps001","ps002","ps003","ps004","ps005","ps006","ps007","ps008","ps009","ps010","ps011","ps012","ps013","ps014","ps015","ps016","ps017","ps018","ps019","ps020","ps021","ps022","ps023","ps024","ps025","ps026","ps027","ps028","ps029","ps030","ps031","ps032","ps033","ps034","ps035","ps036","ps037","ps038","ps039","ps040","ps041","ps042"
"1","",NA,"Finalizadas","6 maio 2014  10:01","9 maio 2014  08:53","2 dias 22 horas","Sim","47","Masculino","Pós-graduação","Casado (a)",NA,"Pedagogo formado pela UFJF com pós-graduação lato sensu em Mídia e Deficiência pela UFJF","Professor e tutor a distância","Escola Municipal Georg Rodenbach e Universidade Federal de Juiz de Fora","13","Outras","Me defino como Espiritualista, pois acredito que todas que creem em reencarnação tem algo a contribuir, embora tenha afinidade maior com a Espírita","Sim","Não","Escola",NA,"2","4","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","2","3"
"2","",NA,"Finalizadas","6 maio 2014  10:24","6 maio 2014  10:45","20 minutos 29 segundos","Sim","42","Feminino","Pós-graduação","Casado (a)",NA,"Licenciatura","atualmente, do lar e tutora.","Professora de educação física","20 anos","Católica",NA,"Sim","Não",NA,NA,"3","4","4","3","3","3","3","2","2","2","2","2","2","4","2","2","4","3","4","4","4","4","2","5","4","4","3","3","3","3","4","4","2","2","5","4","3","3","3","2","2","2"
"3","",NA,"Finalizadas","6 maio 2014  14:20","6 maio 2014  14:39","18 minutos 59 segundos","Sim","28","Feminino","Pós-graduação","Solteiro (a)",NA,"Graduação e Mestrado em Ciências Sociais","Professora","Educação Pública","1","Espírita",NA,"Não","Não",NA,NA,"3","4","4","2","2","1","3","4","1","2","2","2","2","3","1","2","1","2","1","2","3","4","2","3","4","1","2","4","4","3","5","2","4","3","4","3","4","3","4","1","1","2"
"4","",NA,"Em progresso","7 maio 2014  12:36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","",NA,"Finalizadas","7 maio 2014  13:00","7 maio 2014  13:20","19 minutos 33 segundos","Sim","40","Feminino","Pós-graduação","Solteiro (a)",NA,NA,"professora","regência","12","Espírita",NA,"Sim","Sim","Escola",NA,"2","1","4","2","4","2","2","2","2","1","4","2","2","4","5","2","1","4","2","4","4","3","4","4","2","2","2","2","2","1","4","5","3","2","3","4","4","4","2","2","4","2"
"6","",NA,"Finalizadas","7 maio 2014  13:04","7 maio 2014  13:39","35 minutos 19 segundos","Sim","41","Feminino","Pós-graduação","Divorciado (a)","NÃO","GRADUADA EM LETRAS PELA UFJF E ESPECIALISTA EM METODOLOGIA DO ENSINO DE LÍNGUA PORTUGUESA","FUNCIONÁRIA PÚBLICA - MUNICIPAL","PROFESSORA : 1 CARGO NA EDUCAÇÃO INFANTIL E O OUTRO NO EJA (SEMIPRESENCIAL)","14","Evangélica","NÃO","Não","Sim","Família","VIZINHO","2","2","2","4","4","3","2","2","1","5","5","1","2","1","5","4","1","4","1","2","5","4","4","2","3","1","1","2","1","2","4","5","2","2","4","4","5","4","4","1","2","2"
"7","",NA,"Finalizadas","7 maio 2014  13:17","7 maio 2014  13:28","11 minutos 18 segundos","Sim","42","Feminino","Pós-graduação","Casado (a)",NA,"Doutoranda em Literatura, Mestre em Literatura e graduada em Matemática","Professora","Ensino superior","17","Espírita",NA,"Não","Não",NA,NA,"3","4","5","3","2","3","3","4","1","4","4","4","2","4","4","4","3","5","4","4","4","2","1","4","4","3","2","4","2","2","4","2","4","4","4","1","4","3","4","2","2","4"
"8","",NA,"Finalizadas","7 maio 2014  13:37","9 maio 2014  13:29","1 dia 23 horas","Sim","31","Feminino","Pós-graduação","Solteiro (a)","----------","Filosofia","Professora","Professora Regente de Filosofia no Ensino Médio","5","Católica","-----------","Não","Sim","Família","-----------------","4","4","3","1","4","3","2","3","2","2","2","3","3","2","4","4","3","4","3","5","5","5","2","3","3","4","4","5","3","4","4","4","4","3","1","3","3","3","2","1","2","3"
"9","",NA,"Finalizadas","7 maio 2014  13:51","7 maio 2014  15:16","1 hora 25 minutos","Sim","26","Feminino","Pós-graduação","Solteiro (a)",NA,"Especialista em Psicopedagogia","Coordenadora Pedagógica","Coordenadora Pedagógica","4","Católica",NA,"Sim","Sim","Família",NA,"3","2","3","2","1","2","2","2","1","1","4","2","3","2","4","3","3","4","3","3","4","1","1","4","3","1","1","3","2","1","5","5","3","4","4","3","4","4","4","2","1","2"
"10","",NA,"Finalizadas","7 maio 2014  14:03","7 maio 2014  14:09","6 minutos 6 segundos","Sim","47","Feminino","Pós-graduação","Casado (a)",NA,"História","Consultora","Consultoria","4","Sem religião",NA,"Não","Não",NA,NA,"3","2","2","2","3","2","2","2","1","1","1","1","1","3","5","2","1","2","1","2","5","2","1","4","2","2","2","2","2","1","4","5","3","4","5","4","4","5","2","1","1","2"
"11","",NA,"Finalizadas","7 maio 2014  14:08","13 maio 2014  20:00","6 dias 5 horas","Sim","44","Feminino","Pós-graduação","Casado (a)",NA,"LETRAS","PROFESSORA","LECIONAR","5","Sem religião",NA,"Não","Não",NA,NA,"2","4","4","1","2","1","2","2","1","1","3","1","2","4","5","1","1","4","2","4","4","2","1","1","3","1","1","5","2","1","5","5","2","5","5","5","5","5","3","1","1","1"
"12","",NA,"Finalizadas","7 maio 2014  14:30","7 maio 2014  14:49","18 minutos 49 segundos","Sim","3","Feminino","Pós-graduação","Casado (a)",NA,"Mestre em Teoria da Literatura","Professora","Professora de Língua Portuguesa e Literatura do Ensino Fundamental","10","Católica",NA,"Sim","Sim","Família",NA,"2","1","3","2","1","1","2","1","4","1","2","2","2","2","4","4","2","2","2","1","5","4","2","2","2","2","2","2","2","1","4","4","2","4","5","2","4","3","2","2","2","2"
"13","",NA,"Finalizadas","7 maio 2014  15:09","7 maio 2014  15:36","27 minutos 30 segundos","Sim","43","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"Tecnologo em Processamento de dados e Pedagogia","Professora","Escola Municipal Dr. Custodio Junqueira e Escola Estadual Professor Luis Antonio Pires de Souza","10","Sem religião",NA,"Sim","Sim","Escola",NA,"3","4","2","2","4","4","2","2","2","3","2","2","4","2","4","4","2","4","3","4","4","4","2","4","4","2","2","2","2","2","4","4","3",NA,"2","2","2","4","2","2","2","3"
"14","",NA,"Finalizadas","7 maio 2014  15:09","9 maio 2014  10:59","1 dia 19 horas","Sim","29","Feminino","Pós-graduação","Solteiro (a)",NA,"Enfermeira","Professora de enfermagem","Senac e Impacto","4","Católica",NA,"Não","Não",NA,NA,"2","2","3","3","4","3","2","2","2","3","4","2","3","3","4","4","2","4","3","1","4","5","2","5","4","2","2","3","2","1","4","4","3","4","4","4","4","3","4","2","1","3"
"15","",NA,"Finalizadas","7 maio 2014  15:34","10 maio 2014  20:50","3 dias 5 horas","Sim","53","Feminino","Pós-graduação","Casado (a)",NA,"Normal Superior","Professora","Escola","19","Católica",NA,"Sim","Sim","Família",NA,"2","2","4","3","4","4","4","3","2","2","2","2","4","1","4","2","2","4","4","2","4","4","4","4","4","2","2","2","2","2","4","4","2","2","4","2","2","4","5","1","5","2"
"16","",NA,"Finalizadas","7 maio 2014  16:23","7 maio 2014  16:32","9 minutos 8 segundos","Sim","32","Feminino","Pós-graduação","Casado (a)",NA,NA,"Professora","educação","7 anos","Sem religião",NA,"Sim","Sim","Família","nenhum","1","4","1","1","1","1","1","2","1","1","2","2","2","2","4","4","2","1","1","1","4","4","1","5","2","2","3","4","1","1","5","4","3","4","5","2","5","3","4","1","1","5"
"17","",NA,"Finalizadas","7 maio 2014  16:25","7 maio 2014  16:33","7 minutos 51 segundos","Sim","44","Feminino","Pós-graduação","Casado (a)",NA,"mestrado em educação","professora","escola","18","Católica",NA,"Não","Não",NA,NA,"2","4","4","2","2","2","2","2","2","2","2","2","2","4","4","4","2","2","2","2","4","2","1","2","2","2","2","2","2","1","4","4","3","2","4","3","3","3","2","2","2","2"
"18","",NA,"Em progresso","7 maio 2014  17:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","",NA,"Finalizadas","7 maio 2014  17:29","7 maio 2014  17:39","10 minutos 41 segundos","Sim","31 anos","Feminino","Pós-graduação","Solteiro (a)",NA,"graduação em História , especiliazação em Literatura e mestrado em História","professora","professora","8 anos","Católica",NA,"Sim","Sim","Escola",NA,"2","2","3","2","2","2","2","2","2","2","2","2","2","2","4",NA,"2","2","2","2","4","2","4","4","2","2","2","2","2","2","5","5","2","4","4","4","5","4","3","1","1","2"
"20","",NA,"Finalizadas","7 maio 2014  18:28","7 maio 2014  18:43","15 minutos 4 segundos","Sim","30","Feminino","Pós-graduação","Outros","União Estável","Pedagoga, Especialista em Alfabetização e Letramento e Mestre em Educação","Supervisora Pedagógica","Escola Estadual Delfim Moreira","5","Católica","Católica, mas não muito atuante.","Não","Sim","Outros","Família e Escola","2","2","2","1","3","2","2","3","3","3","2","2","2","3","4","2","2","2","2","2","4","3","3","4","3","2","2","2","2","2","4","4","3","4","4","3","4","3","4","2","2","2"
"21","",NA,"Finalizadas","7 maio 2014  18:58","7 maio 2014  19:07","8 minutos 44 segundos","Sim","39","Feminino","Pós-graduação","Divorciado (a)",NA,"Doutoranda em História","Professora","História","10","Sem religião",NA,"Sim","Sim","Outros","Amigos e conhecidos.","1","1","1","1","1","1","1","2","2","1","3","1","1","5","5","2","1","1","2","1","4","2","2","5","1","1","2","1","1","1","5","5","1","5","5","5","5","5","2","1","2","1"
"22","",NA,"Finalizadas","7 maio 2014  19:04","7 maio 2014  19:19","15 minutos 7 segundos","Sim","45","Feminino","Pós-graduação","Solteiro (a)",NA,"Pedagogia","Especialista em Educação Básica","Educação","10 anos","Católica",NA,"Sim","Sim","Escola",NA,"3","3","4","2","3","2","4","4","3","4","2","3","2","4","4","2","2","2","2","2","4","4","2","4","4","2","2","2","2","2","4","4","2","4","4","4","4","4","2","2","2","2"
"23","",NA,"Finalizadas","7 maio 2014  19:08","7 maio 2014  19:27","18 minutos 21 segundos","Sim","34","Feminino","Ensino Superior Completo","Casado (a)","nao","Pedagogia","professora","Sala de biblioteca e 1 ano do Ensino Fundamental","9","Evangélica","nao","Não","Sim","Escola","nao","3","4","2","2","4","3","4","2","2","2","2","2","2","4","4","3","1","3","2","2","2","4","3","4","4","1","2","3","2","2","4","4","4","3","4","3","3","2","3","3","2","3"
"24","",NA,"Finalizadas","7 maio 2014  19:26","7 maio 2014  20:17","50 minutos 21 segundos","Sim","58","Feminino","Pós-graduação","Divorciado (a)",NA,"Administração de empresas e Ciências Contábeis","Contadora e professora","Professor","+ de 20 anos","Católica","Não","Não","Não",NA,NA,"4","4","4","3","4","3","4","2","2","1","2","2","2","2","4","2","2","4","3","4","4","3","2","4","4","2","2","2","2","2","4","2","3","3","4","2","4","3","2","2","2","2"
"25","",NA,"Finalizadas","7 maio 2014  20:01","14 maio 2014  21:58","7 dias 1 hora","Sim","47","Masculino","Pós-graduação","Solteiro (a)","solteiro","mestrando em educação","Professor","Secretaria Estadual de Educação","14","Católica","nenhuma","Sim","Sim","Escola","escola","2","2","1","1","2","1","1","2","2","1","1","2","1","2","5","2","1","2","1","2","4","1","5","4","4","1","1","1","1","1","5","5","2","1","5","5","5","5","4","1","2","1"
"26","",NA,"Finalizadas","7 maio 2014  20:08","7 maio 2014  20:21","13 minutos 20 segundos","Sim","40","Feminino","Pós-graduação","Casado (a)",NA,"mestre em história, graduada em história","docente de história da arte","ensino superior","04","Outras","umbanda","Sim","Sim","Família",NA,"2","3","2","2","2","2","2","3","2","1","2","2","2","3","4","2","2","2","2","2","4","2","3","5","4","2","2","2","2","2","3","3","2","3","4","4","5","3","4","1","1","2"
"27","",NA,"Finalizadas","7 maio 2014  20:14","7 maio 2014  20:23","9 minutos 17 segundos","Sim","25","Feminino","Pós-graduação","Solteiro (a)",NA,"Graduação em Letras e Mestrado em Linguística","Professora","Educação Básica","5","Sem religião",NA,"Sim","Sim","Família",NA,"1","3","4","1","1","1","2","1","1","2","3","1","2","2","5","2","1","4","3","3","5","3","1","4","3","1","1","4","1","1","5","4","1","3","5","5","4","4","1","1","1","2"
"28","",NA,"Finalizadas","7 maio 2014  20:17","8 maio 2014  14:38","18 horas 21 minutos","Sim","quarenta e dois","Masculino","Pós-graduação","Divorciado (a)",NA,"Licenciatura em Química","Professor de Educação Básica","Professor da Rede Estadual de Ensino","20","Católica",NA,"Sim","Não",NA,NA,"1","1","1","1","1","1","1","1","3","1","2","2","1","4","5","1","1","1","1","1","5","1","1","5","2","1","1","1","1","1","3","5","2","4","5","4","4","4","2","1","1","1"
"29","",NA,"Finalizadas","7 maio 2014  20:23","7 maio 2014  20:33","9 minutos 32 segundos","Sim","32","Masculino","Pós-graduação","Solteiro (a)",NA,"Pedagogo","Doutorando",NA,NA,"Sem religião",NA,"Sim","Sim","Família",NA,"3","5","3","3","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","2","4","4","3","5","3","2","1","4","3","2","4","4","2","5","3","4","4","3","2","3","1","2"
"30","",NA,"Finalizadas","7 maio 2014  20:25","7 maio 2014  20:38","13 minutos 11 segundos","Sim","28","Feminino","Pós-graduação","Solteiro (a)",NA,"Mestrado em Letras- Estudos Literários","Professora de português na Prefeitura Municipal de Juiz de Fora","professora","5","Espírita",NA,"Não","Sim","Outros","Na escola e na família, já que alguns primos são dependentes químicos de maconha e crack","1","3","3","2","1","2","1","1","2","1","3","3","2","1","5","3","2","1","3","3","5","5","1","5","3","2","2","3","2","2","5","4","2","5","4","5","5","4","3","2","1","2"
"31","",NA,"Finalizadas","7 maio 2014  20:26","7 maio 2014  20:47","21 minutos 2 segundos","Sim","40","Feminino","Pós-graduação","Outros","União estável","Mestre em Educação","Professora","Tutora do Curso de Prevenção ao Uso de Drogas","0","Espírita",NA,"Sim","Sim","Família",NA,"1","3","3","3","2","1","1","3","2","2","2","2","2","3","4","3","2","2","2","3","4","2","2","3","3","2","2","3","2","1","5","5","2","3","3","3","3","3","2","2","3","2"
"32","",NA,"Finalizadas","7 maio 2014  20:48","8 maio 2014  21:48","1 dia 1 hora","Sim","62","Feminino","Pós-graduação","Outros","Casada mas separada","Pedagogia","Professora","E.E.Emsino Fundamental e Médio Professor José Edson Cavalieri- EJA - PJEC","42","Católica",NA,"Sim","Sim","Escola",NA,"2","4","5","2","2","2","2","3","1","3","3","2","2","4","5","3","1","3","2","4","4","3","2","5","3","3","3","3","3","2","4","3","3","4","5","4",NA,"5","3","1","1","1"
"33","",NA,"Finalizadas","7 maio 2014  21:04","7 maio 2014  21:17","13 minutos 18 segundos","Sim","28","Feminino","Pós-graduação","Solteiro (a)","solteira","Professora","Professora","Professora","7","Espírita","Espírita","Não","Sim","Família","Família","2","3","2","1","3","1","1","1","1","2","2","1","1","2","4","3","1","4","1","1","5","1","1","4","3","1","2","2","1","1","5","5","3","2","5","4","5","3","2","1","1","3"
"34","",NA,"Finalizadas","7 maio 2014  21:07","7 maio 2014  21:17","10 minutos 33 segundos","Sim","48","Feminino","Pós-graduação","Outros","Separada judicialmente","Pedagoga","Professora e Pedagoga","Prefeitura de Juiz de Fora","30 anos","Espírita",NA,"Sim","Não",NA,NA,"1","2","1","1","3","1","2","1","2","1","1","1","1","3","5","2","2","1","2","1","5","4","1","4","4","1","1","3","1","1","5","5","1","4","5","5","5","5","1","1","1","1"
"35","",NA,"Finalizadas","7 maio 2014  21:28","7 maio 2014  21:45","16 minutos 54 segundos","Sim","40","Masculino","Pós-graduação","Solteiro (a)",NA,"ESTUDOS SOCIAIS","PROFESSOR","TUTORIA","1 ANO","Católica",NA,"Sim","Sim","Escola",NA,"3","3","4","3","3","3","3","3","3","2","2","2","2","4","5","3","2","4","3","3","2","3","3","3","3","3","2","4","4","2","5","3","2","4","5","4","3","3","2","1","2","3"
"36","",NA,"Finalizadas","7 maio 2014  22:03","7 maio 2014  22:24","21 minutos 11 segundos","Sim","53","Feminino","Pós-graduação","Casado (a)",NA,"Doutoranda","cursando o doutorado","somente bolsista","22","Outras","Candomblé","Sim","Não",NA,NA,"2","2","3","2","2","1","2","2","2","1","3","2","2","4","4","3","1","2","2","2","5","2","1","3","3","1","2","4","1","2","5","4","3","4","5","4","5","4","2","1","1","2"
"37","",NA,"Finalizadas","7 maio 2014  22:24","7 maio 2014  22:55","30 minutos 59 segundos","Sim","36","Feminino","Pós-graduação","Casado (a)","nenhum","Matemática e Enfermagem","Professora","Professora de Matemática","10","Católica","nenhum","Não","Sim","Escola","nenhum","3","4","4","3","3","2","3","3","2","2","3","2","2","2","4","2","2","2","2","2","5","4","2","2","4","2","2","2","2","2","4","4","3","2","2","2","2","3","4","4","4","4"
"38","",NA,"Finalizadas","7 maio 2014  22:31","7 maio 2014  22:44","12 minutos 55 segundos","Sim","47","Feminino","Pós-graduação","Divorciado (a)",NA,"História e Direito",NA,NA,"18","Espírita",NA,"Não","Não",NA,NA,"2","2","3","2","2","2","2","2","2","2","2","2","2","2","4","2","2","2","2","3","4","2","2","4","3","2","2","2","3","2","4","4","3","3","2","3","3","3","2","3","3","2"
"39","",NA,"Finalizadas","7 maio 2014  22:39","7 maio 2014  22:53","13 minutos 34 segundos","Sim","62","Feminino","Pós-graduação","Solteiro (a)","X","GRADUAÇÃO EM HISTÓRIA","FUNCIONÁRIA PÚBLICA","DIRETORA DE PATRIMÔNIO HISTÓRICO DA PREFEITURA MUNICIPAL DE BICAS","15","Católica","x","Sim","Sim","Outros","nO CONVÍVIO SOCIAL","1","1","2","4","4","4","2","2","2","2","2","1","2","4","5","2","1","4","2","2","5","2","1","4","4","2","1","2","1","1","4","5","2","4","4","5","5","4","2","2","2","2"
"40","",NA,"Finalizadas","7 maio 2014  22:48","7 maio 2014  23:02","13 minutos 52 segundos","Sim","38","Feminino","Pós-graduação","Solteiro (a)",NA,"EDUCAÇÃO FÍSICA","PROFESSORA DA REDE MUNICIPAL DE JUIZ DE FORA","PROFESSORA","5","Espírita",NA,"Sim","Sim","Outros","ESCOLA, FAMÍLIA E PROJETO SOCIAL","2","2","5","2","2","2","2","3","1","2","2","3","3","1","3","1","1","4","1","3","5","4","3","5","5","2","2","2","2","2","5","4","3","3","5","4","4","3","2","2","1","2"
"41","",NA,"Em progresso","7 maio 2014  22:50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","",NA,"Finalizadas","7 maio 2014  23:04","7 maio 2014  23:46","41 minutos 34 segundos","Sim","37","Feminino","Pós-graduação","Solteiro (a)",NA,NA,"Servidora pública",NA,"6","Católica",NA,"Sim","Não",NA,"Não se aplica","1","4","2","1","2","2","2","2","2","3","2","2","3","4","5","2","1","1","1","3","4","2","2","4","2","1","2","1","1","1","4","5","1","4","3","4","5","3","3","1","1","2"
"43","",NA,"Finalizadas","8 maio 2014  01:00","9 maio 2014  22:17","1 dia 21 horas","Sim","58","Feminino","Pós-graduação","Casado (a)","não tem","Pedagogia e pós graduação em psicopedagogia","estudante e professora","professora e tutora","24","Evangélica","não tem","Não","Não","Outros","não tem","2","4","3","4","2","4","5","2","2","2","2","2","2","4","4","2","2","2","2","2","4","2","2","4","2","2","2","2","2","2","4","4","2","4","4","2","4","4","4","2","2","2"
"44","",NA,"Finalizadas","8 maio 2014  06:05","8 maio 2014  06:36","30 minutos 19 segundos","Sim","40","Feminino","Pós-graduação","Solteiro (a)",".","Pós-graduação","Professora","Educação","5","Católica","e espírita","Não","Não",NA,NA,"3","3","3","2","2","2","2","2","2","2","3","2","3","4","4","3","2","3","2","3","4","3","3","4","3","3","3","4","2","2","5","5","3","4","3","3","3","4","2","2","3","4"
"45","",NA,"Finalizadas","8 maio 2014  07:36","8 maio 2014  07:57","21 minutos 4 segundos","Sim","41","Feminino","Ensino Superior Completo","Casado (a)",NA,"Filosofia","Professor",NA,"20","Católica",NA,"Sim","Sim","Família",NA,"1","2","3","1","2","1","2","1","1","3","3","4","2","1","2","1","1","5","1","1","5","2","1","4","1","1","2","3","1","1","5","5","2","3","3","2","4","1","3","1","1","2"
"46","",NA,"Finalizadas","8 maio 2014  08:05","8 maio 2014  08:16","10 minutos 59 segundos","Sim","36","Feminino","Pós-graduação","Casado (a)",NA,"pedagogia","gestor escolar","prefeitura de Juiz de Fora","16","Católica",NA,"Sim","Sim","Escola",NA,"1","2","3","1","2","2","2","2","2","2","2","2","2","2","5","2","1","2","1","3","3","2","2","5","1","1","1","3","1","1","5","5","1","4","4","3","3","3","2","1","1","2"
"47","",NA,"Finalizadas","8 maio 2014  08:21","8 maio 2014  08:38","16 minutos 22 segundos","Sim","35","Feminino","Pós-graduação","Outros","União Estável","Licenciatura em Educação Artística com especialização em Práticas Interdisciplinares","Professora","ensino","10","Católica",NA,"Não","Não",NA,NA,"3","4","3","1","2","1","1","3","3","3","3","2","1","1","5","1","1","2","1","2","3","4","3","4","3","1","3","2","1","1","5","5","2","4","4","4","4","3","3","2","1","2"
"48","",NA,"Em progresso","8 maio 2014  08:39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","",NA,"Finalizadas","8 maio 2014  08:39","8 maio 2014  08:54","14 minutos 53 segundos","Sim","41","Masculino","Pós-graduação","Solteiro (a)",NA,"Licenciatura plena em matemática e física","professor","servidor público estadual","20","Católica",NA,"Sim","Não",NA,NA,"3","4","4","2","4","3","3","2","2","2","2","2","2","2","4","4","2","2","4","3","4","4","2","4","3","2","2","2","2","2","4","5","2","4","4","4","4","4","3","2","3","1"
"50","",NA,"Finalizadas","8 maio 2014  08:47","8 maio 2014  09:06","19 minutos 13 segundos","Sim","43","Feminino","Pós-graduação","Solteiro (a)",NA,"Educação Artística (habilitação Artes Plásticas) e pós-graduação em Gestão da Educação a Distância","Administradora comércio eletrônico e tutora CEAD","Comércio eletrônico e educação","18","Católica",NA,"Não","Não",NA,NA,"2","1","4","4","4","4","4","1","1","1","2","1","2","2","4","2","1","2","2","2","5","2","1","4","4","2","2","4","1","1","5","5","2","2","5","4","4","4","2","1","1","2"
"51","",NA,"Finalizadas","8 maio 2014  09:02","8 maio 2014  09:10","8 minutos 8 segundos","Sim","41","Feminino","Pós-graduação","Casado (a)",NA,"LETRAS (UFJF) e especialista em Língua Portuguesa(SIMONSEN-RJ) e Educação no Ensino Fundamnetal (UFJF)","Supervisora da EJA - PJF  e professora do Estado de MG","Supervisora da EJA - PJF  e professora do Estado de MG","21 ANOS","Católica",NA,"Sim","Não",NA,NA,"3","4","4","3","2","2","3","3","2","3","3","2","3","2","4","3","2","4","3","4","4","3","3","4","3","2","2","2","3","2","4","4","2","4","3","4","3","4","2","2","2","2"
"52","",NA,"Finalizadas","8 maio 2014  09:11","8 maio 2014  09:34","23 minutos 14 segundos","Sim","39","Feminino","Pós-graduação","Solteiro (a)",NA,"Mestrado em Educação","Professor","Servidora municipal","15","Católica",NA,"Não","Não",NA,NA,"1","5","3","1","3","3","3","3","1","1","4","3","2","1","5","4","1","5","2","1","4","2","1","3","4","2","2","5","2","2","5","3","3","4","2","2","3","3","3","1","1","3"
"53","",NA,"Finalizadas","8 maio 2014  09:38","8 maio 2014  09:50","12 minutos 16 segundos","Sim","30","Feminino","Pós-graduação","Solteiro (a)",NA,"Ciências biológicas","Técnica administrativo em educação - UFJF","Colaboradora do Núcleo de Inovação Tecnológica da UFJF","3","Espírita",NA,"Sim","Não",NA,NA,"2","4","2","1","2","1","2","2","2","2","2","3","2","3","5","2","1","2","2","2","4","3","3","4","4","1","2","3","1","1","2","4","3","3","4","4","4","3","3","1","1","2"
"54","",NA,"Em progresso","8 maio 2014  09:38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
